,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
355,CERTIFIED,WOO SPORTS INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,118664,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
360,CERTIFIED,"STRATEGY ONE, INC.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,174803,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
361,CERTIFIED,TWINLAB CONSOLIDATION CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, SALES & MARKETING",Y,177798,2016,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
363,CERTIFIED,MEMORIAL HOSPITAL,CHIEF EXECUTIVES,CHIEF MEDICAL OFFICER,Y,180627,2016,"OWOSSO, MICHIGAN",NA,NA
367,CERTIFIED,"STRATEGY ONE, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,174803,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
370,CERTIFIED,"LIBERATE MEDICAL, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,88691,2016,"CRESTWOOD, KENTUCKY",NA,NA
374,CERTIFIED,"ECOINSIGHT, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, QA",Y,92536,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
375,CERTIFIED,"BECHTEL EQUIPMENT OPERATIONS, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,191422,2016,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
377,CERTIFIED,JEWISH FEDERATION OF GREATER TOLEDO,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,137758,2016,"SYLVANIA, OHIO",NA,NA
381,CERTIFIED,"ELBRUS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,113090,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
383,CERTIFIED,"CALIFORNIA GIANT, INC.",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR - BLUEBERRY DIVISION,Y,127795,2016,"WATSONVILLE, CALIFORNIA",-121.7568946,36.910231
385,CERTIFIED,CORK ALLIANCE INC,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,113090,2016,"DORAL, FLORIDA",-80.3553302,25.8195424
387,CERTIFIED,"PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,83866,2016,"RIO PIEDRAS, PUERTO RICO",NA,NA
393,CERTIFIED,CARTRIDGE WORLD,CHIEF EXECUTIVES,GLOBAL CHIEF OPERATING OFFICER,Y,130853,2016,"MCHENRY, ILLINOIS",-88.2667534,42.333355
394,CERTIFIED,CARTRIDGE WORLD,CHIEF EXECUTIVES,GLOBAL CHIEF OPERATING OFFICER,Y,130853,2016,"MCHENRY, ILLINOIS",-88.2667534,42.333355
397,CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF HOTEL OPERATIONS,Y,214790,2016,"SAIPAN, NA",145.7297891,15.1515153
410,CERTIFIED,"AUSFILM USA, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,117998,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
417,CERTIFIED,"BURLEIGH POINT, LTD.",CHIEF EXECUTIVES,GLOBAL PRESIDENT BILLABONG,Y,187200,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
418,CERTIFIED,ALPHA USA,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,142771,2016,"BANNOCKBURN, ILLINOIS",-87.8664579,42.1933581
427,CERTIFIED,"SFORZANDO, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
430,CERTIFIED,DRUGDEV INC.,CHIEF EXECUTIVES,EXECUTIVE CHAIRMAN,Y,187200,2016,"WAYNE, PENNSYLVANIA",-75.3698895,40.0415996
431,CERTIFIED,MATILDA MEDIA GROUP LLC,CHIEF EXECUTIVES,PRESIDENT,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
435,CERTIFIED,WARNER BROS. STUDIO ENTERPRISES INC.,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, PHYSICAL PRODUCTION",Y,164050,2016,"BURBANK, CALIFORNIA",-118.3089661,34.1808392
436,CERTIFIED,THE COCA-COLA COMPANY,CHIEF EXECUTIVES,"CHIEF INFORMATION OFFICER, BUSINESS UNIT IT SERVICES",Y,246314,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
437,CERTIFIED,"DTZ AMERICAS, INC.",CHIEF EXECUTIVES,GLOBAL CHIEF HUMAN RESOURCES & STRATEGY OFFICER,Y,226699,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
438,CERTIFIED,PRESCO INC.,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,145000,2016,"SAN JUAN CAPISTRANO, CALIFORNIA",-117.6625509,33.5016932
439,CERTIFIED,"HAILE GOLD MINE, INC.",CHIEF EXECUTIVES,EVP & CHIEF DEVELOPMENT OFFICER,Y,188843,2016,"KERSHAW, SOUTH CAROLINA",NA,NA
445,CERTIFIED,PARNELL CORPORATE SERVICES US INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,157581,2016,"OVERLAND PARK, KANSAS",-94.6707917,38.9822282
447,CERTIFIED,BABSON CAPITAL MANAGEMENT LLC,CHIEF EXECUTIVES,"MANAGING DIRECTOR, GLOBAL HEAD OF RETAIL/WEALTH SALES",Y,187200,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
448,CERTIFIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,197683,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
449,CERTIFIED,"SUNSHINE MINTING, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT OF OPERATIONS AND GENERAL MANAGER,Y,130021,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
451,CERTIFIED,"JINDILLI, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,130853,2016,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
452,CERTIFIED,BATTERY MARKETING ASSOCIATES INC,CHIEF EXECUTIVES,COO,Y,102190,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
456,CERTIFIED,"VENTANA MEDICAL SYSTEMS, INC.",CHIEF EXECUTIVES,"VP, CLINCIAL SCIENCE",Y,149864,2016,"TUCSON, ARIZONA",-110.926479,32.2217429
458,CERTIFIED,BLUESPOTPARK INC.,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,75587.2,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
460,CERTIFIED,"WEARE8, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
464,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT-GLOBAL GAMING OPERATIONS,Y,225035,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
474,CERTIFIED,"BARFRESH, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164050,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
475,CERTIFIED,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS - INTERNATIONAL MARKETING,Y,120390.4,2016,"SAIPAN, NA",145.7297891,15.1515153
476,CERTIFIED,TWENTIETH CENTURY FOX FILM CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, CORPORATE COMPLIANCE",Y,210122,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
477,CERTIFIED,SECTION.IO INCORPORATED,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,127795,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
483,CERTIFIED,"OAKRIDGE GLOBAL ENERGY SOLUTIONS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,194605,2016,"PALM BAY, FLORIDA",-80.5886646,28.0344621
484,CERTIFIED,MIKE DOLCE MMA INC.,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,82514,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
488,CERTIFIED,HYDRX SOLUTIONS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,228946,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
489,CERTIFIED,"ION AMERICA, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,97739,2016,"MOORESTOWN, NEW JERSEY",-74.948886,39.9688817
490,CERTIFIED,JIVA INFOTECH INC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,119912,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
494,CERTIFIED,"ELDARION, INC.",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,164403,2016,"BURLINGTON, MASSACHUSETTS",-71.1956205,42.5047161
500,CERTIFIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
502,CERTIFIED,MATILDA MEDIA GROUP LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,117998,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
504,CERTIFIED,OUTRIGGER HOTELS HAWAII,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
507,CERTIFIED,"NITRO CIRCUS LIVE USA, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,215155.2,2016,"SAN CLEMENTE, CALIFORNIA",-117.6119925,33.4269728
512,CERTIFIED,"PACNET SERVICES (USA), INC.",CHIEF EXECUTIVES,SR. VICE PRESIDENT OF CORPORATE DEVELOPMENT,Y,215862,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
514,CERTIFIED,"ORION HEALTH, INC.",CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, GLOBAL SERVICES",Y,213200,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
517,CERTIFIED,OUTRIGGER HOTELS HAWAII,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
519,CERTIFIED,NEW YORK HOTEL & MOTEL TRADES COUNCIL,CHIEF EXECUTIVES,CHIEF INFORMATION OFFICER,Y,175000,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
521,CERTIFIED,"NITRO CIRCUS LIVE USA, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,215155.2,2016,"SAN CLEMENTE, CALIFORNIA",-117.6119925,33.4269728
522,CERTIFIED,MAGIACX SOLUTIONS PTY LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,149594,2016,"RESTON, VIRGINIA",-77.3570028,38.9586307
526,CERTIFIED,INCOGNITUS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,178942,2016,"ORLANDO, FLORIDA",-81.3792365,28.5383355
527,CERTIFIED,TAHLENT INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,111904,2016,"DUBLIN, CALIFORNIA",-121.9357918,37.7021521
528,CERTIFIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,233417.6,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
532,CERTIFIED,"ASP, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,82514,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
534,CERTIFIED,"KBR, INC.",CHIEF EXECUTIVES,EXECUTIVE VP - GLOBAL BUSINESS DEVELOPMENT & STRATEGY,Y,283500,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
535,CERTIFIED,"AMERICAN PATRIOT OIL AND GAS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,219523,2016,"DENVER, COLORADO",-104.990251,39.7392358
539,CERTIFIED,OKAPI EDUCATIONAL PUBLISHING INC.,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,87797,2016,"TEMECULA, CALIFORNIA",-117.1483648,33.4936391
544,CERTIFIED,KERR CORPORATION,CHIEF EXECUTIVES,"GROUP PRESIDENT, PROFESSIONAL CONSUMABLES",Y,187200,2016,"ORANGE, CALIFORNIA",-117.8531119,33.7877944
549,CERTIFIED,"PROCO GLOBAL, INC.",CHIEF EXECUTIVES,REGIONAL CEO - AMERICAS,Y,233418,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
551,CERTIFIED,"TALENT INTELLIGENCE, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER/PRESIDENT,Y,226699,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
552,CERTIFIED,PACIFIC RESOURCES FOR EDUCATION AND LEARNING,CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,125590,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
553,CERTIFIED,VIDIENSE TECHNOLOGY INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
556,CERTIFIED,LIVETILES LLC,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,196747,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
557,CERTIFIED,"LORNA JANE USA, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,216403,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
562,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP MARKETING & PRODUCT STRATEGY,Y,185432,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
564,CERTIFIED,"ONEWORLD MANAGEMENT COMPANY, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
569,CERTIFIED,"RAPIDBUILT, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,119558,2016,"WEATHERFORD, TEXAS",NA,NA
571,CERTIFIED,ROCKETSPACE INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,292000,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
573,CERTIFIED,BARBARO GROUP USA INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,195250,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
575,CERTIFIED,SVB EQUITY CAPITAL LLC,CHIEF EXECUTIVES,VICE PRESIDENT - INVESTMENTS,Y,187200,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
576,CERTIFIED,THERMO FISHER SCIENTIFIC INC.,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE-  GLOBAL CHEMICALS",Y,196747,2016,"FAIR LAWN, NEW JERSEY",-74.1318096,40.9403762
577,CERTIFIED,LFG AMERICA PTY LTD.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
578,CERTIFIED,ZOOX INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,123053,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
585,CERTIFIED,C S RMS LLC,CHIEF EXECUTIVES,PRESIDENT / CEO,Y,210000,2016,"FUQUAY VARINA, NORTH CAROLINA",NA,NA
586,CERTIFIED,"FREIGHTPLUS (USA), INC.",CHIEF EXECUTIVES,"PRESIDENT, USA",Y,92539,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
588,CERTIFIED,"SURFSTITCH USA, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,175614,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
590,CERTIFIED,PRINCE OF PEACE ENTERPRISES INC.,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,163176,2016,"HAYWARD, CALIFORNIA",-122.0807964,37.6688205
591,CERTIFIED,CPT GLOBAL INC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,284211,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
594,CERTIFIED,"PRATT INDUSTRIES, INC.",CHIEF EXECUTIVES,OPERATIONS MANAGER,Y,253635.2,2016,"CONYERS, GEORGIA",-84.0176904,33.6676103
595,CERTIFIED,CQR INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,196747,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
629,CERTIFIED,PANDA EXPRESS INC.,GENERAL AND OPERATIONS MANAGERS,AREA COACH OPERATIONS-IN TRAINING,N,43202,2016,"SIOUX CITY, IOWA",-96.4003069,42.4999942
644,CERTIFIED,SOHO HOUSE  - CIPURA MIAMI LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,135533,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
646,CERTIFIED,"MAGELLAN AEROSPACE NEW YORK, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF COMMERCIAL PROGRAMS,Y,74402,2016,"CORONA, NEW YORK",-73.8642613,40.7449859
647,CERTIFIED,"LOCCIONI USA, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,111571,2016,"COLLEGE PARK, MARYLAND",-76.93776,38.9896967
648,CERTIFIED,THE HERTZ CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIRECTOR FLEET STRATEGY,Y,142293,2016,"ESTERO, FLORIDA",NA,NA
652,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
654,CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
661,CERTIFIED,"ECYCLEIT, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,137800,2016,"CARROLLTON, TEXAS",-96.8899636,32.9756415
664,CERTIFIED,"THOUGHTWORKS, INC.",GENERAL AND OPERATIONS MANAGERS,RESOURCE MANAGEMENT MANAGER,Y,110490,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
672,CERTIFIED,SYSCO CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, PROFITABILITY MANAGEMENT",Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
673,CERTIFIED,CRANE CO.,GENERAL AND OPERATIONS MANAGERS,"MANAGER, CRANE BUSINESS SYSTEMS",Y,80579,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
676,CERTIFIED,NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
678,CERTIFIED,"BEST MADE TOYS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,163010,2016,"RANCHO PALOS VERDES, CALIFORNIA",-118.3870173,33.7444613
680,CERTIFIED,T.F. HUDGINS,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,138403,2016,"TOMBALL, TEXAS",-95.6160549,30.0971621
681,CERTIFIED,TOTAL PRODUCE USA HOLDINGS INC,GENERAL AND OPERATIONS MANAGERS,CORPORATE DEVELOPMENT MANAGER- LEGAL ADVISOR,N,59696,2016,"NEWPORT BEACH, CALIFORNIA",-117.9289469,33.6189101
684,CERTIFIED,SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
686,CERTIFIED,MICROSOFT CORPORATION,GENERAL AND OPERATIONS MANAGERS,"ASSISTANT GENERAL COUNSEL, CHIEF OF STAFF",Y,162989,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
690,CERTIFIED,GEMOLOGICAL INSTITUTE OF AMERICA (GIA),GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE MANAGER, OPERATIONS SERVICES",N,58261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
693,CERTIFIED,"YUSUF, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL MANAGER,N,61568,2016,"KISSIMMEE, FLORIDA",-81.407571,28.2919557
694,CERTIFIED,TRISTAR TERMINALS GUAM INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,70034,2016,"HAGATNA, NA",144.7502228,13.4762824
695,CERTIFIED,"WARGAMING AMERICA, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCTION PROJECT MANAGER,N,67475,2016,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
697,CERTIFIED,LITCHFIELD ON THE GREEN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,42619,2016,"LITCHFIELD, CONNECTICUT",NA,NA
698,CERTIFIED,"CLUB QUARTERS MANAGEMENT CO., LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF GUEST ROOM OPERATIONS,Y,116064,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
702,CERTIFIED,SAN DIEGO DIPLOMACY COUNCIL,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,N,57158,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
706,CERTIFIED,"NATIONAL OILWELL VARCO, L.P.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,49754,2016,"CALEXICO, CALIFORNIA",NA,NA
708,CERTIFIED,"CARILION SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,HEALTH ANALYTICS DIRECTOR,Y,143000,2016,"ROANOKE, VIRGINIA",-79.9414266,37.2709704
709,CERTIFIED,OLIVET UNIVERSITY,GENERAL AND OPERATIONS MANAGERS,THEOLOGICAL BOOKSTORE MANAGER,N,68702.4,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
711,CERTIFIED,G III LEATHER FASHIONS INC.,GENERAL AND OPERATIONS MANAGERS,PRODUCTION MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
714,CERTIFIED,"MOTEL 2 STAY, LP",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,52936,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
716,CERTIFIED,"HEADSPACE, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF PRODUCT,Y,163010,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
719,CERTIFIED,A MEDIUM CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF OF STAFF,Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
722,CERTIFIED,"NSIGHT, INC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, OPERATIONS",Y,71282,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
724,CERTIFIED,ANALYTICS QUOTIENT INC,GENERAL AND OPERATIONS MANAGERS,"LEAD, CLIENT SERVICES",Y,117437,2016,"NEW YORK CITY, NEW YORK",-74.0059413,40.7127837
726,CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,154232,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
727,CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
728,CERTIFIED,SCHLUMBERGER TECHNOLOGY CORPORATION,GENERAL AND OPERATIONS MANAGERS,QUALITY AND OPERATIONS SUPPORT MANAGER,Y,113000,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
730,CERTIFIED,ALTUZARRA LLC,GENERAL AND OPERATIONS MANAGERS,STUDIO DIRECTOR,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
733,CERTIFIED,ELWAY INDUSTRIES INC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,64002,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
737,CERTIFIED,SLASH SUPPORT INC.,GENERAL AND OPERATIONS MANAGERS,ASSOCIATE VICE PRESIDENT (SALES AND ACCOUNT MANAGEMENT),Y,155418,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
742,CERTIFIED,APPLE INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,113339,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
744,CERTIFIED,COMPASS GROUP USA INC.,GENERAL AND OPERATIONS MANAGERS,PROGRAM MANAGER,Y,71282,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
745,CERTIFIED,GATEWAY HEALTH PLAN,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, PERFORMANCE OPTIMIZATION",Y,84344,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
747,CERTIFIED,THE HERTZ CORPORATION,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, CONTINUOUS IMPROVEMENT",Y,142293,2016,"ESTERO, FLORIDA",NA,NA
748,CERTIFIED,AKSIA LLC,GENERAL AND OPERATIONS MANAGERS,EUROPE OPERATIONS MANAGER,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
749,CERTIFIED,"PERVACIO, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, OPERATIONS - AMERICAS",Y,175386,2016,"IRVING, TEXAS",-96.9488945,32.8140177
754,CERTIFIED,FLEX FILMS (USA) INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR GENERAL MANAGER,Y,77438,2016,"ELIZABETHTOWN, KENTUCKY",-85.8649408,37.7030646
755,CERTIFIED,"GREEN TECH, LLC",GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,N,64875.2,2016,"ARDMORE, PENNSYLVANIA",NA,NA
760,CERTIFIED,BEECH-NUT NUTRITION COMPANY,GENERAL AND OPERATIONS MANAGERS,"MANAGER, CO-MANUFACTURING",Y,93475,2016,"AMSTERDAM, NEW YORK",NA,NA
764,CERTIFIED,"NATURE'S SUNSHINE PRODUCTS, INC.",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER I - OPERATIONS,N,61277,2016,"LEHI, UTAH",-111.8507662,40.3916172
